"","zipcode","Population"
"18845","56035",349
"18846","56036",1908
"18847","56037",1637
"18848","56039",841
"18849","56041",1068
"18850","56042",712
"18851","56043",433
"18852","56044",2132
"18853","56045",983
"18854","56046",91
"18855","56047",101
"18856","56048",4289
"18857","56050",1440
"18858","56051",706
"18859","56052",762
"18860","56054",1054
"18861","56055",4095
"18862","56056",91
"18863","56057",3910
"18864","56058",5745
"18865","56060",429
"18866","56062",3535
"18867","56063",2909
"18868","56065",2801
"18869","56068",963
"18870","56069",4697
"18871","56071",12878
"18872","56072",2189
"18873","56073",16405
"18874","56074",2099
"18875","56075",145
"18876","56078",471
"18877","56080",707
"18878","56081",5803
"18879","56082",14475
"18880","56083",850
"18881","56085",5280
"18882","56087",2952
"18883","56088",1767
"18884","56089",150
"18885","56090",656
"18886","56091",337
"18887","56093",12287
"18888","56096",3021
"18889","56097",3692
"18890","56098",2105
"18891","56101",5871
"18892","56110",1825
"18893","56111",384
"18894","56113",217
"18895","56114",348
"18896","56115",1381
"18897","56116",826
"18898","56117",403
"18899","56118",416
"18900","56119",964
"18901","56120",869
"18902","56121",607
"18903","56122",613
"18904","56123",434
"18905","56125",52
"18906","56127",415
"18907","56128",2102
"18908","56129",777
"18909","56131",2310
"18910","56132",431
"18911","56134",409
"18912","56136",1090
"18913","56137",1171
"18914","56138",906
"18915","56139",455
"18916","56140",38
"18917","56141",285
"18918","56142",982
"18919","56143",4159
"18920","56144",1184
"18921","56145",549
"18922","56146",88
"18923","56147",182
"18924","56149",1082
"18925","56150",2676
"18926","56151",762
"18927","56152",1341
"18928","56153",219
"18929","56155",426
"18930","56156",5825
"18931","56157",727
"18932","56158",428
"18933","56159",2774
"18934","56160",250
"18935","56161",349
"18936","56162",247
"18937","56164",5329
"18938","56165",429
"18939","56166",210
"18940","56167",630
"18941","56168",806
"18942","56169",628
"18943","56170",644
"18944","56171",1814
"18945","56172",2984
"18946","56173",323
"18947","56174",404
"18948","56175",3202
"18949","56176",1111
"18950","56177",53
"18951","56178",1891
"18952","56180",1180
"18953","56181",1119
"18954","56183",1301
"18955","56185",551
"18956","56186",321
"18957","56187",14574
"18958","56201",23562
"18959","56207",256
"18960","56208",2051
"18961","56209",2216
"18962","56210",5
"18963","56211",423
"18964","56212",508
"18965","56214",667
"18966","56215",4281
"18967","56216",658
"18968","56218",467
"18969","56219",1106
"18970","56220",2653
"18971","56221",716
"18972","56222",2086
"18973","56223",1435
"18974","56224",348
"18975","56225",728
"18976","56226",220
"18977","56227",205
"18978","56228",950
"18979","56229",1921
"18980","56230",805
"18981","56231",390
"18982","56232",2392
"18983","56235",484
"18984","56236",348
"18985","56237",519
"18986","56239",627
"18987","56240",983
"18988","56241",3858
"18989","56243",1670
"18990","56244",1529
"18991","56245",731
"18992","56248",751
"18993","56249",283
"18994","56251",848
"18995","56252",1185
"18996","56253",1084
"18997","56255",362
"18998","56256",2412
"18999","56257",505
"19000","56258",15505
"19001","56260",838
"19002","56262",624
"19003","56263",463
"19004","56264",2080
"19005","56265",7324
"19006","56266",1471
"19007","56267",7003
"19008","56270",1137
"19009","56271",1161
"19010","56273",4926
"19011","56274",206
"19012","56276",200
"19013","56277",3089
"19014","56278",2661
"19015","56279",1397
"19016","56280",431
"19017","56281",660
"19018","56282",1659
"19019","56283",6310
"19020","56284",2039
"19021","56285",1200
"19022","56287",81
"19023","56288",4718
"19024","56289",639
"19025","56291",436
"19026","56292",604
"19027","56293",1287
"19028","56294",55
"19029","56295",296
"19030","56296",1894
"19031","56297",865
"19032","56301",34524
"19033","56303",25490
"19034","56304",16701
"19035","56307",5427
"19036","56308",25235
"19037","56309",1394
"19038","56310",5383
"19039","56311",743
"19040","56312",2673
"19041","56313",104
"19042","56314",1157
"19043","56315",1637
"19044","56316",1509
"19045","56318",1048
"19046","56319",1300
"19047","56320",8471
"19048","56321",1489
"19049","56323",516
"19050","56324",1114
"19051","56325",219
"19052","56326",1472
"19053","56327",790
"19054","56328",152
"19055","56329",7449
"19056","56330",1624
"19057","56331",2395
"19058","56332",1589
"19059","56334",5739
"19060","56335",230
"19061","56336",1456
"19062","56338",1506
"19063","56339",1043
"19064","56340",2526
"19065","56342",2609
"19066","56343",1034
"19067","56345",14498
"19068","56347",7326
"19069","56349",831
"19070","56350",507
"19071","56352",6007
"19072","56353",9300
"19073","56354",1404
"19074","56355",527
"19075","56356",288
"19076","56357",1160
"19077","56358",3307
"19078","56359",3673
"19079","56360",3836
"19080","56361",2417
"19081","56362",5772
"19082","56363",171
"19083","56364",5775
"19084","56367",6697
"19085","56368",4634
"19086","56369",700
"19087","56371",129
"19088","56373",3188
"19089","56374",10778
"19090","56375",963
"19091","56376",345
"19092","56377",19637
"19093","56378",7889
"19094","56379",16905
"19095","56381",2459
"19096","56382",1505
"19097","56384",380
"19098","56385",745
"19099","56386",670
"19100","56387",7329
"19101","56389",115
"19102","56401",29973
"19103","56425",8262
"19104","56431",8778
"19105","56433",1679
"19106","56434",285
"19107","56435",2733
"19108","56436",46
"19109","56437",1452
"19110","56438",2717
"19111","56440",1467
"19112","56441",3742
"19113","56442",2428
"19114","56443",1325
"19115","56444",3127
"19116","56446",1532
"19117","56447",948
"19118","56448",301
"19119","56449",1991
"19120","56450",929
"19121","56452",1779
"19122","56453",888
"19123","56455",1883
"19124","56456",59
"19125","56458",427
"19126","56461",3260
"19127","56464",4606
"19128","56465",2097
"19129","56466",2979
"19130","56467",2517
"19131","56468",4385
"19132","56469",1004
"19133","56470",10457
"19134","56472",7780
"19135","56473",3441
"19136","56474",4138
"19137","56475",1568
"19138","56477",2924
"19139","56479",5225
"19140","56481",1936
"19141","56482",6829
"19142","56484",3343
"19143","56501",17425
"19144","56510",2249
"19145","56511",1954
"19146","56514",3701
"19147","56515",2999
"19148","56516",292
"19149","56517",319
"19150","56518",414
"19151","56519",269
"19152","56520",3780
"19153","56521",750
"19154","56522",404
"19155","56523",550
"19156","56524",618
"19157","56525",83
"19158","56527",875
"19159","56528",1664
"19160","56529",4414
"19161","56531",1918
"19162","56533",323
"19163","56534",1291
"19164","56535",1216
"19165","56536",395
"19166","56537",18838
"19167","56540",2121
"19168","56541",28
"19169","56542",2808
"19170","56543",217
"19171","56544",5433
"19172","56545",680
"19173","56546",261
"19174","56547",2653
"19175","56548",748
"19176","56549",5026
"19177","56550",429
"19178","56551",2073
"19179","56552",497
"19180","56553",215
"19181","56554",2676
"19182","56556",1050
"19183","56557",2903
"19184","56560",44321
"19185","56565",103
"19186","56566",584
"19187","56567",3238
"19188","56568",179
"19189","56569",1297
"19190","56570",1289
"19191","56571",1863
"19192","56572",5323
"19193","56573",6273
"19194","56574",220
"19195","56575",771
"19196","56576",849
"19197","56577",7
"19198","56578",778
"19199","56579",1162
"19200","56580",1380
"19201","56581",215
"19202","56583",145
"19203","56584",1412
"19204","56585",1039
"19205","56586",1881
"19206","56587",1353
"19207","56588",449
"19208","56589",2152
"19209","56590",284
"19210","56591",202
"19211","56592",479
"19212","56593",0
"19213","56594",467
"19214","56601",34785
"19215","56621",4840
"19216","56623",2759
"19217","56626",258
"19218","56627",246
"19219","56628",1631
"19220","56629",254
"19221","56630",2204
"19222","56633",4701
"19223","56634",1455
"19224","56636",4977
"19225","56637",196
"19226","56639",422
"19227","56641",351
"19228","56644",780
"19229","56646",530
"19230","56647",608
"19231","56649",9036
"19232","56650",766
"19233","56651",652
"19234","56652",549
"19235","56653",1366
"19236","56654",136
"19237","56655",1430
"19238","56657",295
"19239","56658",0
"19240","56659",68
"19241","56660",337
"19242","56661",862
"19243","56662",494
"19244","56663",178
"19245","56666",1224
"19246","56667",588
"19247","56668",147
"19248","56669",303
"19249","56670",1204
"19250","56671",3383
"19251","56672",2026
"19252","56673",735
"19253","56676",1640
"19254","56678",1190
"19255","56680",133
"19256","56681",267
"19257","56683",854
"19258","56684",275
"19259","56685",88
"19260","56686",725
"19261","56687",37
"19262","56688",132
"19263","56701",12998
"19264","56710",550
"19265","56711",0
"19266","56713",1049
"19267","56714",1202
"19268","56715",367
"19269","56716",9207
"19270","56720",7
"19271","56721",10242
"19272","56722",338
"19273","56723",878
"19274","56724",140
"19275","56725",951
"19276","56726",1702
"19277","56727",687
"19278","56728",1493
"19279","56729",97
"19280","56731",79
"19281","56732",1098
"19282","56733",303
"19283","56734",509
"19284","56735",746
"19285","56736",962
"19286","56737",860
"19287","56738",1588
"19288","56741",0
"19289","56742",1027
"19290","56744",505
"19291","56748",668
"19292","56750",2288
"19293","56751",5728
"19294","56754",536
"19295","56755",66
"19296","56756",685
"19297","56757",907
"19298","56758",303
"19299","56759",240
"19300","56760",327
"19301","56761",464
"19302","56762",2569
"19303","56763",4977
"19304","57001",1667
"19305","57002",1062
"19306","57003",1916
"19307","57004",3862
"19308","57005",11498
"19309","57006",26526
"19310","57010",393
"19311","57012",1186
"19312","57013",4955
"19313","57014",1380
"19314","57015",800
"19315","57016",812
"19316","57017",1412
"19317","57018",1337
"19318","57020",1442
"19319","57021",253
"19320","57022",5173
"19321","57024",512
"19322","57025",3045
"19323","57026",1360
"19324","57027",154
"19325","57028",3425
"19326","57029",2335
"19327","57030",2878
"19328","57031",815
"19329","57032",8549
"19330","57033",5694
"19331","57034",884
"19332","57035",1061
"19333","57036",551
"19334","57037",983
"19335","57038",1427
"19336","57039",3756
"19337","57040",333
"19338","57041",101
"19339","57042",9378
"19340","57043",1377
"19341","57045",1097
"19342","57046",851
"19343","57047",275
"19344","57048",1217
"19345","57049",6521
"19346","57050",325
"19347","57051",290
"19348","57052",330
"19349","57053",1876
"19350","57054",537
"19351","57055",1256
"19352","57057",268
"19353","57058",1897
"19354","57059",1221
"19355","57061",71
"19356","57062",2377
"19357","57063",816
"19358","57064",6778
"19359","57065",335
"19360","57066",1614
"19361","57067",403
"19362","57068",1397
"19363","57069",11950
"19364","57070",1421
"19365","57071",3015
"19366","57072",695
"19367","57073",734
"19368","57075",1099
"19369","57076",411
"19370","57077",1503
"19371","57078",19269
"19372","57103",35493
"19373","57104",26224
"19374","57105",22082
"19375","57106",47372
"19376","57107",10404
"19377","57108",23689
"19378","57110",18422
"19379","57117",1
"19380","57197",957
"19381","57201",25350
"19382","57212",2180
"19383","57213",758
"19384","57214",54
"19385","57216",1121
"19386","57217",261
"19387","57218",360
"19388","57219",524
"19389","57220",763
"19390","57221",897
"19391","57223",1234
"19392","57224",129
"19393","57225",1928
"19394","57226",1957
"19395","57227",352
"19396","57231",1623
"19397","57232",310
"19398","57233",139
"19399","57234",1234
"19400","57235",950
"19401","57236",148
"19402","57237",610
"19403","57238",510
"19404","57239",237
"19405","57241",1132
"19406","57242",537
"19407","57243",708
"19408","57245",154
"19409","57246",212
"19410","57247",223
"19411","57248",972
"19412","57249",704
"19413","57251",172
"19414","57252",4617
"19415","57255",371
"19416","57256",110
"19417","57257",704
"19418","57258",121
"19419","57259",501
"19420","57260",917
"19421","57261",399
"19422","57262",5594
"19423","57263",476
"19424","57264",297
"19425","57265",172
"19426","57266",634
"19427","57268",490
"19428","57269",256
"19429","57270",805
"19430","57271",311
"19431","57272",232
"19432","57273",1205
"19433","57274",2454
"19434","57276",1173
"19435","57278",734
"19436","57279",1184
"19437","57301",18549
"19438","57311",1498
"19439","57312",621
"19440","57313",1241
"19441","57314",696
"19442","57315",1206
"19443","57317",668
"19444","57319",840
"19445","57321",431
"19446","57322",376
"19447","57323",225
"19448","57324",343
"19449","57325",3147
"19450","57328",1215
"19451","57329",349
"19452","57330",455
"19453","57331",494
"19454","57332",903
"19455","57334",951
"19456","57335",278
"19457","57337",122
"19458","57339",1522
"19459","57340",340
"19460","57341",148
"19461","57342",577
"19462","57344",109
"19463","57345",1095
"19464","57346",95
"19465","57348",530
"19466","57349",1434
"19467","57350",15427
"19468","57353",890
"19469","57355",1394
"19470","57356",2034
"19471","57358",21
"19472","57359",762
"19473","57361",120
"19474","57362",2076
"19475","57363",924
"19476","57364",0
"19477","57365",552
"19478","57366",2315
"19479","57367",270
"19480","57368",1185
"19481","57369",2411
"19482","57370",668
"19483","57371",152
"19484","57373",507
"19485","57374",415
"19486","57375",734
"19487","57376",928
"19488","57379",80
"19489","57380",3810
"19490","57381",576
"19491","57382",1362
"19492","57383",727
"19493","57384",947
"19494","57385",1220
"19495","57386",230
"19496","57401",32831
"19497","57420",89
"19498","57421",77
"19499","57422",219
"19500","57424",214
"19501","57426",26
"19502","57427",761
"19503","57428",634
"19504","57429",70
"19505","57430",2559
"19506","57432",367
"19507","57433",369
"19508","57434",489
"19509","57435",315
"19510","57436",494
"19511","57437",1453
"19512","57438",1403
"19513","57439",41
"19514","57440",597
"19515","57441",523
"19516","57442",1842
"19517","57445",1940
"19518","57446",456
"19519","57448",498
"19520","57449",195
"19521","57450",539
"19522","57451",2166
"19523","57452",307
"19524","57454",651
"19525","57455",85
"19526","57456",818
"19527","57457",91
"19528","57460",411
"19529","57461",356
"19530","57465",310
"19531","57466",169
"19532","57467",222
"19533","57468",421
"19534","57469",3480
"19535","57470",85
"19536","57471",560
"19537","57472",907
"19538","57473",174
"19539","57474",177
"19540","57475",127
"19541","57476",479
"19542","57477",161
"19543","57479",601
"19544","57481",369
"19545","57501",16850
"19546","57520",100
"19547","57521",150
"19548","57522",571
"19549","57523",923
"19550","57528",1000
"19551","57529",370
"19552","57531",96
"19553","57532",2937
"19554","57533",1864
"19555","57534",242
"19556","57536",401
"19557","57537",144
"19558","57538",275
"19559","57540",114
"19560","57541",147
"19561","57543",854
"19562","57544",450
"19563","57547",149
"19564","57548",1594
"19565","57551",2442
"19566","57552",554
"19567","57553",165
"19568","57555",4292
"19569","57559",553
"19570","57560",510
"19571","57562",89
"19572","57563",202
"19573","57564",981
"19574","57566",1256
"19575","57567",1349
"19576","57568",675
"19577","57569",282
"19578","57570",1994
"19579","57571",8
"19580","57572",1998
"19581","57574",75
"19582","57576",187
"19583","57577",1741
"19584","57579",1354
"19585","57580",3936
"19586","57584",65
"19587","57585",115
"19588","57601",3962
"19589","57620",498
"19590","57621",385
"19591","57622",398
"19592","57623",1120
"19593","57625",4365
"19594","57626",1019
"19595","57630",26
"19596","57631",398
"19597","57632",664
"19598","57633",400
"19599","57634",155
"19600","57636",195
"19601","57638",1788
"19602","57639",383
"19603","57640",182
"19604","57641",357
"19605","57642",1949
"19606","57644",221
"19607","57645",158
"19608","57646",252
"19609","57648",302
"19610","57649",295
"19611","57650",30
"19612","57651",125
"19613","57652",475
"19614","57656",876
"19615","57657",229
"19616","57658",400
"19617","57660",94
"19618","57661",113
"19619","57701",45721
"19620","57702",35058
"19621","57703",17069
"19622","57706",3035
"19623","57714",846
"19624","57716",520
"19625","57717",7825
"19626","57718",7198
"19627","57719",8167
"19628","57720",734
"19629","57722",186
"19630","57724",255
"19631","57725",296
"19632","57730",5900
"19633","57732",2189
"19634","57735",1192
"19635","57738",121
"19636","57741",71
"19637","57744",2265
"19638","57745",2270
"19639","57747",5856
"19640","57748",358
"19641","57750",135
"19642","57751",1075
"19643","57752",1864
"19644","57754",3653
"19645","57755",95
"19646","57756",568
"19647","57758",79
"19648","57759",597
"19649","57760",1439
"19650","57761",1589
"19651","57762",526
"19652","57763",304
"19653","57764",2318
"19654","57766",133
"19655","57767",122
"19656","57769",4387
"19657","57770",6248
"19658","57772",2345
"19659","57773",188
"19660","57775",356
"19661","57776",0
"19662","57779",268
"19663","57780",40
"19664","57782",38
"19665","57783",15598
"19666","57785",9031
"19667","57787",351
"19668","57788",422
"19669","57790",1124
"19670","57791",257
"19671","57792",140
"19672","57793",2401
"19673","57794",470
"19674","57799",688
"19675","58001",35
"19676","58002",32
"19677","58004",290
"19678","58005",992
"19679","58006",433
"19680","58007",86
"19681","58008",219
"19682","58009",32
"19683","58011",400
"19684","58012",2983
"19685","58013",157
"19686","58015",282
"19687","58016",238
"19688","58017",268
"19689","58018",416
"19690","58021",506
"19691","58027",1321
"19692","58029",59
"19693","58030",604
"19694","58031",457
"19695","58032",670
"19696","58033",454
"19697","58035",247
"19698","58036",237
"19699","58038",321
"19700","58040",1160
"19701","58041",1514
"19702","58042",1366
"19703","58043",159
"19704","58045",2045
"19705","58046",499
"19706","58047",4163
"19707","58048",475
"19708","58049",296
"19709","58051",1875
"19710","58052",571
"19711","58053",1154
"19712","58054",2938
"19713","58056",140
"19714","58057",113
"19715","58058",96
"19716","58059",1471
"19717","58060",1244
"19718","58061",331
"19719","58062",160
"19720","58063",394
"19721","58064",522
"19722","58065",45
"19723","58067",217
"19724","58068",375
"19725","58069",87
"19726","58071",460
"19727","58072",7711
"19728","58075",9255
"19729","58076",329
"19730","58077",814
"19731","58078",36020
"19732","58079",484
"19733","58081",811
"19734","58102",29621
"19735","58103",48328
"19736","58104",43363
"19737","58105",2264
"19738","58201",40643
"19739","58202",1719
"19740","58203",16190
"19741","58204",2358
"19742","58205",325
"19743","58210",319
"19744","58212",510
"19745","58214",319
"19746","58216",158
"19747","58218",906
"19748","58219",23
"19749","58220",1975
"19750","58222",282
"19751","58223",183
"19752","58224",39
"19753","58225",956
"19754","58227",502
"19755","58228",869
"19756","58229",79
"19757","58230",585
"19758","58231",329
"19759","58233",262
"19760","58235",453
"19761","58237",5318
"19762","58238",196
"19763","58239",12
"19764","58240",1211
"19765","58241",158
"19766","58243",665
"19767","58244",101
"19768","58249",2525
"19769","58250",185
"19770","58251",1972
"19771","58254",535
"19772","58256",817
"19773","58257",2126
"19774","58258",335
"19775","58259",361
"19776","58260",179
"19777","58261",1134
"19778","58262",102
"19779","58265",480
"19780","58266",208
"19781","58267",1320
"19782","58269",250
"19783","58270",1866
"19784","58271",557
"19785","58272",276
"19786","58273",229
"19787","58274",931
"19788","58275",748
"19789","58276",534
"19790","58277",134
"19791","58278",1982
"19792","58281",118
"19793","58282",1487
"19794","58301",10381
"19795","58311",62
"19796","58316",6885
"19797","58317",222
"19798","58318",3901
"19799","58321",58
"19800","58323",48
"19801","58324",1358
"19802","58325",57
"19803","58327",381
"19804","58329",3340
"19805","58330",276
"19806","58331",92
"19807","58332",316
"19808","58335",1892
"19809","58338",58
"19810","58339",22
"19811","58341",2625
"19812","58343",60
"19813","58344",914
"19814","58345",140
"19815","58346",664
"19816","58348",754
"19817","58351",451
"19818","58352",413
"19819","58353",139
"19820","58355",79
"19821","58356",1695
"19822","58357",342
"19823","58361",239
"19824","58362",0
"19825","58363",125
"19826","58365",222
"19827","58366",1274
"19828","58367",1718
"19829","58368",3562
"19830","58369",1202
"19831","58370",1372
"19832","58372",121
"19833","58374",640
"19834","58377",304
"19835","58379",371
"19836","58380",377
"19837","58381",319
"19838","58382",157
"19839","58384",394
"19840","58385",180
"19841","58386",119
"19842","58401",17153
"19843","58402",248
"19844","58405",436
"19845","58413",949
"19846","58415",201
"19847","58416",386
"19848","58418",352
"19849","58420",311
"19850","58421",2735
"19851","58422",165
"19852","58423",44
"19853","58424",270
"19854","58425",1426
"19855","58426",270
"19856","58428",203
"19857","58429",371
"19858","58430",150
"19859","58431",105
"19860","58433",1139
"19861","58436",1676
"19862","58438",672
"19863","58439",112
"19864","58440",118
"19865","58441",394
"19866","58442",421
"19867","58443",175
"19868","58444",194
"19869","58445",267
"19870","58448",311
"19871","58451",133
"19872","58452",47
"19873","58454",324
"19874","58455",357
"19875","58456",517
"19876","58458",1253
"19877","58460",182
"19878","58461",383
"19879","58463",667
"19880","58464",194
"19881","58466",331
"19882","58467",782
"19883","58472",490
"19884","58474",2706
"19885","58475",165
"19886","58476",233
"19887","58477",95
"19888","58478",114
"19889","58479",214
"19890","58480",318
"19891","58481",231
"19892","58482",958
"19893","58483",315
"19894","58484",44
"19895","58486",241
"19896","58487",591
"19897","58488",146
"19898","58490",220
"19899","58492",416
"19900","58494",262
"19901","58495",1342
"19902","58496",141
"19903","58497",171
"19904","58501",30124
"19905","58503",34266
"19906","58504",27307
"19907","58505",0
"19908","58520",132
"19909","58521",608
"19910","58523",3623
"19911","58524",81
"19912","58528",778
"19913","58529",598
"19914","58530",1042
"19915","58531",418
"19916","58532",297
"19917","58533",1048
"19918","58535",464
"19919","58538",2568
"19920","58540",3057
"19921","58541",613
"19922","58542",239
"19923","58544",558
"19924","58545",3488
"19925","58549",256
"19926","58552",1639
"19927","58554",26018
"19928","58558",974
"19929","58559",244
"19930","58560",166
"19931","58561",1055
"19932","58562",412
"19933","58563",2388
"19934","58564",80
"19935","58565",210
"19936","58566",113
"19937","58568",697
"19938","58569",75
"19939","58570",461
"19940","58571",527
"19941","58572",263
"19942","58573",608
"19943","58575",823
"19944","58576",960
"19945","58577",1800
"19946","58579",1338
"19947","58580",366
"19948","58581",254
"19949","58601",26865
"19950","58620",132
"19951","58621",1351
"19952","58622",1924
"19953","58623",2205
"19954","58625",262
"19955","58626",430
"19956","58627",172
"19957","58630",814
"19958","58631",1157
"19959","58632",180
"19960","58634",315
"19961","58636",1015
"19962","58638",1118
"19963","58639",1801
"19964","58640",1545
"19965","58641",151
"19966","58642",304
"19967","58643",134
"19968","58645",233
"19969","58646",1126
"19970","58647",1325
"19971","58649",267
"19972","58650",376
"19973","58651",504
"19974","58652",1257
"19975","58653",782
"19976","58654",325
"19977","58655",561
"19978","58656",498
"19979","58701",31580
"19980","58702",0
"19981","58703",23640
"19982","58704",4696
"19983","58705",527
"19984","58707",445
"19985","58710",508
"19986","58711",303
"19987","58712",87
"19988","58713",18
"19989","58716",104
"19990","58718",995
"19991","58721",478
"19992","58722",1705
"19993","58723",202
"19994","58725",426
"19995","58727",275
"19996","58730",1448
"19997","58731",318
"19998","58733",352
"19999","58734",351
"20000","58735",340
"20001","58736",597
"20002","58737",184
"20003","58740",791
"20004","58741",635
"20005","58744",109
"20006","58746",1344
"20007","58748",128
"20008","58750",514
"20009","58752",255
"20010","58755",155
"20011","58756",185
"20012","58757",878
"20013","58758",211
"20014","58759",819
"20015","58760",302
"20016","58761",876
"20017","58762",198
"20018","58763",4016
"20019","58765",291
"20020","58768",268
"20021","58769",192
"20022","58770",1704
"20023","58771",515
"20024","58772",161
"20025","58773",930
"20026","58775",129
"20027","58776",217
"20028","58778",98
"20029","58779",458
"20030","58781",799
"20031","58782",444
"20032","58783",359
"20033","58784",3528
"20034","58785",1163
"20035","58787",153
"20036","58788",1185
"20037","58789",285
"20038","58790",1839
"20039","58792",283
"20040","58793",482
"20041","58794",246
"20042","58795",142
"20043","58801",31508
"20044","58830",278
"20045","58831",698
"20046","58833",219
"20047","58835",255
"20048","58838",252
"20049","58843",624
"20050","58844",83
"20051","58845",381
"20052","58847",467
"20053","58849",790
"20054","58852",1436
"20055","58853",207
"20056","58854",9543
"20057","58856",90
"20058","59001",1558
"20059","59002",127
"20060","59003",1359
"20061","59006",1461
"20062","59007",172
"20063","59008",512
"20064","59010",167
"20065","59011",3120
"20066","59012",254
"20067","59013",128
"20068","59014",1712
"20069","59015",503
"20070","59016",962
"20071","59018",496
"20072","59019",4380
"20073","59020",63
"20074","59022",2411
"20075","59024",444
"20076","59025",44
"20077","59026",200
"20078","59027",628
"20079","59028",512
"20080","59029",847
"20081","59030",1211
"20082","59031",418
"20083","59032",511
"20084","59033",276
"20085","59034",5454
"20086","59035",204
"20087","59036",1428
"20088","59037",1752
"20089","59038",531
"20090","59039",43
"20091","59041",1748
"20092","59043",2990
"20093","59044",12206
"20094","59046",379
"20095","59047",12728
"20096","59050",1649
"20097","59052",157
"20098","59053",363
"20099","59054",268
"20100","59055",86
"20101","59057",741
"20102","59058",21
"20103","59059",179
"20104","59061",250
"20105","59062",16
"20106","59063",1985
"20107","59064",246
"20108","59065",169
"20109","59066",576
"20110","59067",254
"20111","59068",3355
"20112","59069",580
"20113","59070",1033
"20114","59071",167
"20115","59072",4328
"20116","59074",331
"20117","59075",229
"20118","59076",80
"20119","59077",91
"20120","59078",168
"20121","59079",3707
"20122","59081",24
"20123","59082",19
"20124","59085",130
"20125","59086",914
"20126","59087",391
"20127","59088",1536
"20128","59089",471
"20129","59101",41409
"20130","59102",46611
"20131","59105",30943
"20132","59106",18281
"20133","59201",5838
"20134","59211",129
"20135","59212",536
"20136","59213",814
"20137","59214",90
"20138","59215",985
"20139","59217",153
"20140","59218",893
"20141","59219",293
"20142","59221",1870
"20143","59222",175
"20144","59223",382
"20145","59225",550
"20146","59226",492
"20147","59230",4484
"20148","59231",470
"20149","59240",34
"20150","59241",375
"20151","59242",84
"20152","59243",230
"20153","59244",23
"20154","59247",314
"20155","59248",690
"20156","59250",188
"20157","59252",88
"20158","59253",78
"20159","59254",2032
"20160","59255",3247
"20161","59256",26
"20162","59257",50
"20163","59258",91
"20164","59259",303
"20165","59260",139
"20166","59261",586
"20167","59262",636
"20168","59263",1445
"20169","59270",8771
"20170","59274",281
"20171","59275",439
"20172","59276",22
"20173","59301",11408
"20174","59311",162
"20175","59312",30
"20176","59313",2322
"20177","59314",89
"20178","59315",79
"20179","59317",1121
"20180","59318",127
"20181","59322",53
"20182","59323",2510
"20183","59324",933
"20184","59326",226
"20185","59327",2535
"20186","59330",8499
"20187","59332",204
"20188","59333",10
"20189","59336",188
"20190","59337",708
"20191","59338",154
"20192","59339",127
"20193","59343",54
"20194","59344",487
"20195","59347",301
"20196","59349",1032
"20197","59351",176
"20198","59353",1122
"20199","59354",49
"20200","59401",13605
"20201","59404",27576
"20202","59405",31701
"20203","59410",580
"20204","59411",721
"20205","59412",1458
"20206","59414",923
"20207","59416",280
"20208","59417",8007
"20209","59418",73
"20210","59419",92
"20211","59420",202
"20212","59421",1727
"20213","59422",2672
"20214","59424",18
"20215","59425",3601
"20216","59427",4504
"20217","59430",403
"20218","59432",135
"20219","59433",504
"20220","59434",500
"20221","59436",1993
"20222","59440",115
"20223","59441",44
"20224","59442",1925
"20225","59443",434
"20226","59444",253
"20227","59446",593
"20228","59447",329
"20229","59448",753
"20230","59450",555
"20231","59451",149
"20232","59452",529
"20233","59453",265
"20234","59454",192
"20235","59456",260
"20236","59457",8887
"20237","59460",174
"20238","59461",22
"20239","59462",172
"20240","59463",85
"20241","59464",452
"20242","59465",37
"20243","59466",111
"20244","59467",109
"20245","59468",647
"20246","59469",147
"20247","59471",399
"20248","59472",654
"20249","59474",3497
"20250","59477",429
"20251","59479",691
"20252","59480",637
"20253","59482",689
"20254","59483",612
"20255","59484",100
"20256","59485",562
"20257","59486",1267
"20258","59487",1267
"20259","59489",341
"20260","59501",12731
"20261","59520",1033
"20262","59521",3784
"20263","59522",1802
"20264","59523",2153
"20265","59524",732
"20266","59525",242
"20267","59526",2621
"20268","59527",1006
"20269","59528",279
"20270","59529",216
"20271","59530",83
"20272","59531",319
"20273","59532",135
"20274","59535",86
"20275","59537",49
"20276","59538",2861
"20277","59540",315
"20278","59542",165
"20279","59544",188
"20280","59545",53
"20281","59546",102
"20282","59547",73
"20283","59601",31901
"20284","59602",27157
"20285","59631",236
"20286","59632",1488
"20287","59633",225
"20288","59634",5606
"20289","59635",6859
"20290","59636",40
"20291","59638",703
"20292","59639",1036
"20293","59640",43
"20294","59642",44
"20295","59643",363
"20296","59644",4236
"20297","59645",1702
"20298","59647",359
"20299","59648",490
"20300","59701",33533
"20301","59703",90
"20302","59710",273
"20303","59711",8839
"20304","59713",201
"20305","59714",20759
"20306","59715",36185
"20307","59716",2346
"20308","59718",37882
"20309","59720",150
"20310","59721",562
"20311","59722",5747
"20312","59724",63
"20313","59725",8037
"20314","59727",154
"20315","59728",271
"20316","59729",2319
"20317","59730",2161
"20318","59731",118
"20319","59732",313
"20320","59733",273
"20321","59735",240
"20322","59736",128
"20323","59739",250
"20324","59740",297
"20325","59741",4679
"20326","59743",125
"20327","59745",95
"20328","59746",162
"20329","59747",193
"20330","59748",189
"20331","59749",1964
"20332","59750",378
"20333","59751",286
"20334","59752",3560
"20335","59754",1084
"20336","59755",207
